House_ID,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Size,Has_Pool,Distance_to_Center,Price,City_Houston,City_Los Angeles,City_New York,City_Phoenix,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban,Condition_Fair,Condition_Good,Condition_Poor
286,2353.0,3,3,1986,3,No,6.56,478500.0,0,0,0,1,0,1,0,0,1,0
287,2928.0,1,1,1986,1,No,8.3,470300.0,1,0,0,0,0,1,0,0,1,0
288,3210.0,3,2,1952,1,No,27.34,534700.0,0,0,0,1,0,0,0,0,0,0
289,2243.0,1,2,2012,3,Yes,27.51,363400.0,0,0,0,0,0,0,1,0,1,0
290,3936.0,5,3,1984,0,Yes,10.21,773000.0,1,0,0,0,0,0,1,0,1,0
291,2684.0,5,1,2001,2,Yes,21.31,519800.0,0,0,0,0,1,0,0,0,1,0
292,2898.0,4,2,1977,0,Yes,20.43,538300.0,0,0,1,0,1,0,0,1,0,0
293,3033.0,4,2,1967,3,Yes,24.29,552100.0,0,0,1,0,0,0,0,0,1,0
294,2837.0,4,2,1985,1,No,9.25,563500.0,1,0,0,0,0,0,0,0,1,0
295,3171.0,5,2,1982,2,Yes,15.55,593200.0,1,0,0,0,0,0,0,0,1,0
296,2006.0,2,1,2013,0,No,20.2,361400.0,0,0,0,1,0,1,0,0,1,0
297,2053.0,5,1,1975,3,No,1.27,439200.0,0,0,0,1,0,0,0,1,0,0
298,1620.0,3,1,1997,1,No,11.61,362700.0,0,0,0,0,0,0,0,0,1,0
299,2852.0,5,1,1989,1,Yes,21.03,499000.0,1,0,0,0,1,0,0,0,1,0
300,3123.0,5,2,1966,0,Yes,7.95,594900.0,0,0,1,0,0,0,0,0,1,0
301,2866.0,1,3,1989,3,No,28.75,468700.0,0,0,0,1,0,1,0,0,1,0
302,3840.0,1,3,1956,1,Yes,1.39,656300.0,0,0,0,1,0,1,0,0,0,1
303,2496.0,1,2,2006,1,Yes,28.76,409600.0,0,0,1,0,1,0,0,1,0,0
304,3035.0,5,2,1957,2,No,6.89,587300.0,0,0,0,1,0,0,0,1,0,0
305,1627.0,2,3,2005,1,No,1.94,363200.0,0,0,0,0,0,0,0,0,1,0
306,2190.0,3,3,1980,0,No,9.13,446900.0,1,0,0,0,0,1,0,0,1,0
307,2499.0,3,2,2008,3,No,23.7,549900.0,0,0,1,0,0,0,0,0,0,0
308,3179.0,2,2,2007,3,No,22.7,569800.0,1,0,0,0,0,0,0,1,0,0
309,2265.0,2,1,1961,2,Yes,6.66,426700.0,0,0,0,1,0,0,0,0,0,1
310,2443.0,3,1,1997,3,No,6.31,469800.0,0,0,0,1,0,0,1,0,1,0
311,1286.0,4,3,1980,0,Yes,19.46,299500.0,0,0,1,0,1,0,0,0,1,0
312,2214.0,1,2,2012,1,Yes,14.01,391700.0,0,0,0,0,0,0,1,0,1,0
313,3212.0,1,3,2023,2,No,23.87,528800.0,0,1,0,0,1,0,0,0,0,0
314,2960.0,3,1,1988,3,No,1.21,562900.0,0,0,1,0,0,1,0,0,0,0
315,2901.0,2,1,1969,2,Yes,18.51,475000.0,0,1,0,0,0,0,0,1,0,0
316,2540.0,4,3,1997,2,No,22.05,505000.0,0,1,0,0,1,0,0,0,0,0
317,2506.0,3,1,2020,3,Yes,29.8,444300.0,0,0,0,0,0,0,1,1,0,0
318,1972.0,1,2,2003,2,No,20.52,333800.0,0,1,0,0,0,0,0,0,1,0
319,3059.0,5,3,2020,3,No,7.34,624900.0,0,1,0,0,0,1,0,0,1,0
320,2499.0,2,2,1978,0,Yes,3.69,508400.0,0,0,0,0,1,0,0,0,1,0
321,2894.0,5,2,2023,3,Yes,19.41,582100.0,0,1,0,0,1,0,0,1,0,0
322,2079.0,3,1,2022,1,No,15.93,402800.0,0,1,0,0,1,0,0,1,0,0
323,777.0,1,2,1997,3,No,27.02,122500.0,0,1,0,0,0,0,0,0,1,0
324,3378.0,4,3,2023,1,No,21.93,622000.0,0,0,1,0,0,0,1,1,0,0
325,2117.0,5,2,2005,2,Yes,15.54,453000.0,0,0,1,0,0,0,1,0,0,1
326,1810.0,4,2,1966,3,No,12.41,377200.0,0,0,1,0,1,0,0,0,1,0
327,3055.0,1,2,1958,1,No,12.43,508100.0,0,0,0,0,0,1,0,0,1,0
328,2186.0,5,2,1983,3,No,7.18,473600.0,0,0,0,1,0,1,0,0,1,0
329,3348.0,4,2,1994,3,No,1.01,639700.0,0,1,0,0,0,0,1,1,0,0
330,2994.0,4,1,1958,3,Yes,17.46,520200.0,0,1,0,0,0,1,0,0,0,0
331,3047.0,5,3,1956,0,Yes,6.77,607500.0,0,0,0,0,0,0,1,1,0,0
332,1407.0,1,1,1965,1,Yes,6.65,259500.0,0,1,0,0,1,0,0,0,0,0
333,3470.0,4,3,1968,0,No,4.2,654200.0,0,0,1,0,0,0,1,0,1,0
334,2709.0,3,3,1955,0,No,6.09,498500.0,0,0,0,1,0,0,1,0,1,0
335,2205.0,5,3,1960,1,No,1.44,489400.0,1,0,0,0,1,0,0,0,0,0
336,2615.0,2,3,2010,3,Yes,20.39,469700.0,0,1,0,0,0,1,0,1,0,0
337,1079.0,2,3,1991,0,Yes,12.34,260000.0,0,0,1,0,0,0,1,1,0,0
338,2827.0,1,2,1962,0,Yes,17.06,481100.0,1,0,0,0,0,0,1,0,1,0
339,1677.0,3,1,1961,0,Yes,19.29,286200.0,0,0,0,1,1,0,0,1,0,0
340,1418.0,4,1,2023,3,No,29.19,316100.0,1,0,0,0,0,1,0,0,1,0
341,1282.0,2,2,1969,0,Yes,2.51,286800.0,0,0,1,0,0,0,1,1,0,0
342,3390.0,1,3,1999,2,Yes,12.83,601900.0,1,0,0,0,1,0,0,0,0,0
343,1997.0,3,1,1985,1,No,7.75,383000.0,0,0,0,0,0,0,1,0,1,0
344,3727.0,3,2,2018,2,Yes,14.56,645200.0,1,0,0,0,0,0,0,0,0,1
345,2071.0,1,2,1986,3,No,27.65,339000.0,0,1,0,0,1,0,0,0,0,0
346,1134.0,1,1,1961,0,No,21.86,200900.0,0,1,0,0,0,1,0,1,0,0
347,1607.0,4,1,1989,1,No,20.03,312600.0,0,0,0,0,0,1,0,1,0,0
348,3489.0,1,3,2003,0,No,13.52,587200.0,0,0,1,0,0,1,0,1,0,0
349,2375.0,4,3,1951,3,No,20.3,463000.0,0,1,0,0,0,1,0,0,1,0
350,2061.0,4,1,1999,1,Yes,1.46,431000.0,0,0,0,1,0,0,1,0,1,0
351,2628.0,5,3,1990,2,Yes,17.79,561600.0,0,1,0,0,0,0,1,0,1,0
352,2499.0,3,2,1994,1,No,16.84,536300.0,0,1,0,0,0,1,0,1,0,0
353,3394.0,3,3,1958,0,Yes,10.73,598900.0,0,0,1,0,0,1,0,0,0,0
354,3659.0,3,3,2011,1,No,6.44,676000.0,1,0,0,0,0,1,0,0,1,0
355,2212.0,5,2,1996,3,Yes,24.32,441300.0,0,1,0,0,0,0,1,1,0,0
356,1439.0,4,3,1954,3,Yes,2.09,351000.0,0,0,0,0,0,1,0,0,1,0
357,2169.0,4,2,1950,1,Yes,2.56,447800.0,1,0,0,0,0,1,0,0,1,0
358,2708.0,1,3,1993,3,Yes,13.5,482200.0,0,0,0,1,0,0,0,1,0,0
359,1729.0,5,1,1971,3,Yes,7.95,365100.0,0,0,1,0,0,0,0,1,0,0
360,1734.0,1,3,1987,3,Yes,22.49,325100.0,0,0,0,1,0,1,0,0,0,1
361,2775.0,5,1,1968,2,Yes,19.21,510500.0,1,0,0,0,1,0,0,0,0,0
362,2461.0,1,1,1980,0,No,23.29,371700.0,1,0,0,0,0,1,0,0,1,0
363,2526.0,2,1,2016,3,No,10.08,452800.0,1,0,0,0,0,0,0,1,0,0
364,1893.0,3,1,1991,1,No,22.35,363000.0,0,0,0,1,1,0,0,1,0,0
365,2316.0,3,1,1975,3,Yes,25.94,398900.0,1,0,0,0,1,0,0,0,1,0
366,1761.0,4,2,1962,2,Yes,10.69,375900.0,0,0,0,1,0,1,0,0,1,0
367,3212.0,2,2,2007,1,No,10.53,554700.0,1,0,0,0,0,0,0,0,1,0
368,3328.0,3,2,1967,0,No,27.05,558600.0,0,0,0,0,0,0,0,0,0,0
369,1023.0,4,1,2016,1,Yes,1.97,305500.0,1,0,0,0,1,0,0,0,1,0
370,1756.0,2,3,1952,1,No,10.83,313700.0,0,0,0,1,0,1,0,0,1,0
371,1303.0,3,2,2004,1,No,4.0,311600.0,0,1,0,0,0,0,1,1,0,0
372,1980.0,1,3,2007,1,No,1.35,410100.0,1,0,0,0,0,0,1,0,0,0
373,2433.0,5,3,2012,3,No,3.83,548700.0,0,1,0,0,0,0,0,1,0,0
374,1340.0,2,1,2001,0,Yes,13.22,252800.0,0,0,0,0,0,0,1,1,0,0
375,1763.0,4,1,1973,3,No,20.77,348400.0,0,0,1,0,0,0,0,0,1,0
376,1697.0,2,1,2021,2,No,9.03,322500.0,0,0,0,0,0,0,0,0,0,1
377,2666.0,4,2,1958,2,No,25.57,462700.0,1,0,0,0,0,0,0,1,0,0
378,2555.0,2,1,1986,1,No,13.41,431000.0,0,1,0,0,0,0,1,0,1,0
379,1923.0,4,2,2002,3,Yes,29.06,402500.0,0,1,0,0,0,0,0,1,0,0
380,2641.0,3,2,1973,3,No,28.65,428300.0,0,0,0,1,1,0,0,1,0,0
381,2499.0,1,2,1970,0,No,23.31,311900.0,0,1,0,0,0,1,0,0,1,0
382,2283.0,3,2,1989,0,No,28.01,413200.0,0,0,0,1,0,1,0,0,1,0
383,3839.0,1,1,2011,0,No,21.36,613200.0,0,0,1,0,0,0,0,1,0,0
384,3572.0,3,2,2019,3,No,26.92,612400.0,1,0,0,0,0,1,0,0,0,0
385,1460.0,3,1,2018,0,Yes,7.48,326200.0,0,0,0,1,0,0,1,0,0,1
386,3164.0,2,1,1963,0,No,10.69,511800.0,0,0,1,0,0,0,1,0,1,0
387,3149.0,5,2,1991,0,No,22.71,591800.0,0,1,0,0,0,1,0,0,0,1
388,1581.0,4,1,1999,1,Yes,13.02,346800.0,0,1,0,0,0,0,1,0,1,0
389,3155.0,4,3,2010,2,No,25.2,609100.0,0,0,1,0,0,1,0,1,0,0
390,2499.0,4,1,1953,2,Yes,26.39,644800.0,0,1,0,0,0,1,0,1,0,0
391,1602.0,1,1,2021,3,No,9.34,301100.0,0,0,1,0,0,1,0,1,0,0
392,1766.0,4,2,1966,3,Yes,24.79,327200.0,0,0,0,1,0,0,0,0,1,0
393,3314.0,4,2,1986,1,Yes,5.05,643800.0,0,0,0,1,0,1,0,0,1,0
394,2717.0,2,1,1997,2,No,10.36,476300.0,0,0,1,0,0,0,0,1,0,0
395,2941.0,3,2,1993,0,Yes,15.78,531400.0,0,0,0,1,0,1,0,0,0,0
396,2772.0,4,3,1994,0,No,7.18,537300.0,0,0,0,1,0,1,0,1,0,0
397,2813.0,5,3,1982,3,Yes,17.59,562200.0,0,0,0,1,0,1,0,0,1,0
398,1439.0,4,2,1980,2,Yes,17.57,325100.0,0,0,0,0,0,0,1,1,0,0
399,3338.0,1,1,1996,3,No,6.6,573400.0,1,0,0,0,0,0,0,0,1,0
400,3436.0,1,3,1955,3,Yes,23.97,540400.0,0,1,0,0,0,0,0,0,1,0
401,2499.0,1,3,2021,0,No,19.13,410300.0,0,0,0,0,0,1,0,0,1,0
402,2465.0,4,1,2020,0,Yes,9.87,485300.0,0,0,0,1,0,1,0,1,0,0
403,1275.0,2,2,1983,2,Yes,7.35,290100.0,0,0,1,0,0,0,1,1,0,0
404,2911.0,5,3,2002,3,No,26.42,588600.0,0,0,0,1,0,0,1,0,1,0
405,2499.0,4,1,1963,1,No,25.15,524700.0,1,0,0,0,0,0,1,1,0,0
406,2450.0,2,1,1965,2,Yes,7.28,438200.0,0,0,0,1,0,0,0,1,0,0
407,3399.0,2,3,1992,3,No,1.55,625300.0,0,0,1,0,0,0,0,1,0,0
408,2233.0,4,2,2022,2,No,24.23,447300.0,1,0,0,0,0,0,0,1,0,0
409,2952.0,4,3,2023,2,Yes,18.66,584000.0,0,0,0,1,0,1,0,1,0,0
410,1684.0,2,1,1961,2,Yes,3.48,315400.0,1,0,0,0,0,0,0,0,0,0
411,2481.0,2,3,2019,1,No,17.83,482300.0,0,1,0,0,1,0,0,0,1,0
412,2361.0,2,2,1968,1,Yes,13.84,393700.0,0,1,0,0,1,0,0,0,1,0
413,2680.0,4,1,1990,0,No,23.35,461300.0,0,0,0,1,0,0,1,1,0,0
414,2204.0,2,2,2002,0,No,6.67,401400.0,1,0,0,0,0,0,0,0,1,0
415,2395.0,1,3,1978,3,No,13.87,411500.0,0,0,1,0,1,0,0,0,1,0
416,3161.0,4,3,2019,2,No,5.11,656600.0,0,0,0,1,0,0,1,0,1,0
417,2151.0,1,2,2008,3,No,28.75,339300.0,0,1,0,0,0,0,0,0,0,1
418,1215.0,3,3,2013,0,No,23.47,267500.0,0,1,0,0,0,1,0,0,0,0
419,3900.0,4,2,1973,1,Yes,22.23,662700.0,0,0,0,1,1,0,0,0,1,0
420,3605.0,3,3,1965,0,No,20.86,641100.0,1,0,0,0,0,1,0,0,0,0
421,1466.0,2,2,2001,3,Yes,12.99,323900.0,0,1,0,0,0,0,0,0,0,1
422,3052.0,2,2,1955,0,No,27.74,503000.0,1,0,0,0,1,0,0,1,0,0
423,2098.0,5,1,1986,3,Yes,2.65,471600.0,0,1,0,0,0,0,0,1,0,0
424,2711.0,2,1,1953,3,Yes,24.2,452500.0,0,1,0,0,0,1,0,0,1,0
425,2735.0,3,2,1987,3,Yes,6.85,491100.0,0,0,0,0,1,0,0,1,0,0
426,2312.0,2,3,1990,3,No,10.06,426300.0,0,1,0,0,0,1,0,0,0,0
427,1873.0,4,3,1963,0,Yes,15.82,383300.0,0,0,1,0,0,0,0,0,0,0
428,1948.0,2,3,2020,3,Yes,23.59,379600.0,0,0,0,1,0,0,0,0,1,0
429,1767.0,5,2,2000,3,No,25.24,384100.0,0,0,0,1,0,1,0,0,1,0
430,1835.0,2,2,2014,2,Yes,17.72,356600.0,1,0,0,0,1,0,0,0,1,0
431,2446.0,3,2,2001,3,Yes,12.39,483100.0,0,1,0,0,0,1,0,0,1,0
432,1927.0,3,2,1979,0,No,28.42,320900.0,0,0,1,0,0,0,0,1,0,0
433,3046.0,2,1,2006,3,Yes,7.77,535300.0,1,0,0,0,0,1,0,0,1,0
434,3690.0,3,2,1979,1,Yes,24.19,626600.0,0,0,0,0,0,0,0,0,0,0
435,2499.0,3,3,1991,1,No,18.56,401900.0,1,0,0,0,0,1,0,1,0,0
436,2692.0,5,1,1960,3,Yes,11.62,516400.0,1,0,0,0,1,0,0,0,0,0
437,2900.0,4,3,1986,1,Yes,0.54,600300.0,0,1,0,0,1,0,0,0,0,1
438,2878.0,5,2,1973,1,Yes,13.67,559800.0,0,0,0,0,0,1,0,1,0,0
439,2499.0,1,1,1988,0,Yes,8.66,465900.0,1,0,0,0,0,1,0,1,0,0
440,3094.0,5,2,2021,2,No,3.58,649700.0,0,0,1,0,1,0,0,1,0,0
441,2886.0,2,1,1967,1,No,2.72,508000.0,0,0,1,0,0,0,0,0,0,0
442,1510.0,4,3,1994,1,No,10.75,372600.0,0,0,0,1,1,0,0,0,0,0
443,3195.0,2,2,1961,2,No,18.64,541600.0,0,0,0,0,0,0,0,0,1,0
444,3210.0,1,2,1998,2,Yes,25.21,543400.0,0,0,0,0,0,1,0,0,0,0
445,1889.0,4,1,1980,1,No,5.92,412100.0,0,0,0,1,0,1,0,1,0,0
446,2530.0,3,1,1971,3,No,13.03,459700.0,1,0,0,0,0,0,0,1,0,0
447,3047.0,5,2,1993,1,Yes,12.06,586500.0,0,0,0,0,0,1,0,0,1,0
448,2333.0,2,1,2013,3,Yes,15.65,424400.0,0,0,1,0,0,0,0,0,0,0
449,3358.0,1,2,1974,3,Yes,24.38,538600.0,0,0,1,0,0,0,1,0,0,1
450,2499.0,3,1,2000,3,No,16.83,749700.0,0,1,0,0,1,0,0,0,0,0
451,1871.0,5,3,1956,2,Yes,25.48,379700.0,0,0,0,0,0,0,1,0,1,0
452,1395.0,3,1,1955,1,Yes,15.8,279200.0,1,0,0,0,0,0,0,0,0,0
453,2743.0,5,3,1973,1,Yes,18.31,556300.0,0,0,0,1,1,0,0,1,0,0
454,3077.0,4,1,1986,0,No,13.4,533600.0,0,0,0,1,0,0,0,0,1,0
455,2315.0,3,1,1958,2,No,24.78,371700.0,1,0,0,0,1,0,0,0,1,0
456,3663.0,3,2,1985,0,No,27.75,631200.0,0,1,0,0,1,0,0,0,1,0
457,1429.0,3,1,1989,0,No,19.35,270300.0,0,0,0,1,1,0,0,1,0,0
458,3054.0,4,1,1973,3,No,24.71,551200.0,0,0,0,0,1,0,0,0,0,0
459,2015.0,1,3,1997,2,No,2.24,395100.0,0,1,0,0,0,0,0,0,0,0
460,3876.0,5,1,2012,0,No,27.23,691700.0,0,0,0,0,1,0,0,0,0,1
461,4094.0,3,2,2018,1,Yes,6.07,744000.0,0,0,1,0,1,0,0,1,0,0
462,1887.0,4,3,2002,0,Yes,8.07,420200.0,0,1,0,0,0,0,1,0,1,0
463,2060.0,1,2,2003,2,Yes,2.07,415200.0,0,0,0,1,0,1,0,0,1,0
464,3188.0,5,2,1991,1,No,28.98,579600.0,0,1,0,0,0,1,0,0,1,0
465,2190.0,4,2,1994,1,No,25.63,423100.0,0,1,0,0,0,0,1,0,0,1
466,2464.0,5,2,1963,1,Yes,27.44,434500.0,0,1,0,0,0,0,1,0,1,0
467,2520.0,3,3,1986,3,Yes,25.49,439000.0,0,1,0,0,0,0,0,0,1,0
468,964.0,1,1,1955,1,No,14.65,182700.0,0,0,0,0,0,0,0,1,0,0
469,2489.0,4,2,1956,3,No,27.76,443700.0,0,0,1,0,0,0,0,0,1,0
470,1948.0,1,3,1986,3,No,29.1,321200.0,1,0,0,0,0,0,1,1,0,0
471,2106.0,3,2,2002,0,No,15.33,405700.0,0,1,0,0,0,0,1,1,0,0
472,3655.0,1,1,1967,0,No,5.68,601600.0,0,0,0,1,1,0,0,0,1,0
473,1495.0,1,3,1987,1,No,19.93,299800.0,0,1,0,0,0,0,0,0,0,0
474,3151.0,2,3,2008,2,No,29.28,532700.0,0,0,0,1,0,0,0,1,0,0
475,2277.0,1,1,1950,1,No,26.23,353500.0,0,0,0,0,0,0,0,1,0,0
476,2276.0,5,3,2017,0,Yes,25.92,478700.0,0,0,0,1,0,1,0,1,0,0
477,3132.0,4,1,1993,1,No,28.05,550700.0,1,0,0,0,1,0,0,1,0,0
478,2772.0,2,3,1996,0,No,26.87,456400.0,0,0,1,0,0,0,0,0,1,0
479,2956.0,4,3,1984,1,No,23.4,527500.0,0,0,0,1,0,0,0,0,1,0
480,3275.0,4,1,2009,2,Yes,21.69,597700.0,0,0,0,1,0,0,0,0,0,1
481,2235.0,3,1,2001,1,Yes,8.31,436300.0,0,0,1,0,0,1,0,0,0,0
482,2010.0,3,3,1957,2,No,18.83,391400.0,1,0,0,0,0,1,0,0,0,1
483,1632.0,2,3,1990,2,Yes,15.88,314900.0,0,1,0,0,0,0,1,0,0,0
484,2499.0,3,1,1952,1,Yes,25.93,306800.0,0,0,0,1,1,0,0,0,0,0
485,4462.375,3,1,2018,2,Yes,15.01,795700.0,0,0,1,0,0,0,1,0,1,0
486,3496.0,3,3,1963,2,No,4.27,627600.0,0,0,0,0,1,0,0,1,0,0
487,1419.0,4,3,1975,0,No,0.65,361700.0,0,0,1,0,0,1,0,0,1,0
488,1442.0,2,3,2019,0,No,20.5,312700.0,0,0,0,0,0,0,0,0,1,0
489,2885.0,4,1,2007,2,No,16.72,525100.0,1,0,0,0,0,0,1,0,0,0
490,2938.0,5,3,1989,3,No,10.26,606000.0,0,1,0,0,0,0,0,0,1,0
491,2939.0,4,2,2000,1,No,5.48,577300.0,0,0,1,0,0,0,1,0,1,0
492,2296.0,5,1,1954,2,No,14.27,442500.0,0,0,0,1,0,1,0,0,0,0
493,2499.0,1,3,1981,1,Yes,3.46,447800.0,1,0,0,0,0,1,0,0,0,0
494,2762.0,1,1,1950,0,No,10.42,473000.0,0,0,1,0,0,1,0,0,1,0
495,2569.0,5,2,2003,1,No,11.69,529100.0,0,0,0,1,0,0,1,0,0,0
496,2499.0,5,1,1960,2,No,14.24,227600.0,0,0,1,0,1,0,0,0,1,0
497,2316.0,4,3,2002,2,No,14.27,491100.0,0,0,0,0,0,0,1,0,1,0
498,1819.0,5,2,1957,2,No,8.08,399500.0,0,0,1,0,1,0,0,0,1,0
499,2640.0,2,2,1974,2,No,25.58,416600.0,0,0,1,0,0,0,1,0,1,0
500,4462.375,1,3,1989,3,No,10.99,799300.0,0,0,1,0,0,0,1,1,0,0
501,2794.0,1,3,1981,3,No,7.27,499200.0,1,0,0,0,0,1,0,0,1,0
502,2249.0,5,3,1977,3,Yes,5.69,495900.0,0,0,1,0,0,0,0,0,1,0
503,3237.0,3,1,1952,2,Yes,10.02,574000.0,0,0,0,1,0,0,0,1,0,0
504,2886.0,3,1,2011,3,No,2.49,535400.0,0,0,0,0,1,0,0,1,0,0
505,2836.0,5,1,1976,1,No,1.47,561300.0,0,0,0,0,0,0,0,0,1,0
506,2985.0,2,3,1994,2,Yes,18.35,539100.0,0,0,1,0,0,0,1,0,1,0
507,4145.0,3,3,1974,0,No,18.76,710100.0,1,0,0,0,0,0,1,1,0,0
508,1595.0,5,1,2010,2,No,16.12,379600.0,1,0,0,0,0,1,0,0,0,0
509,2879.0,2,2,1993,1,Yes,22.99,474100.0,0,0,0,1,0,1,0,0,0,0
510,1759.0,2,1,1995,3,No,1.65,328300.0,0,0,1,0,0,0,0,0,1,0
511,2944.0,4,2,1963,2,No,28.11,510600.0,0,0,0,0,1,0,0,1,0,0
512,1765.0,2,3,1957,3,No,3.3,358600.0,1,0,0,0,0,0,0,0,0,0
513,2166.0,3,3,1997,2,Yes,20.38,428900.0,0,0,1,0,0,0,0,0,0,0
514,2264.0,3,1,1963,1,Yes,4.44,427300.0,1,0,0,0,0,0,0,1,0,0
515,3281.0,5,1,2014,2,No,26.46,593100.0,1,0,0,0,0,0,0,0,0,1
516,3235.0,5,3,1956,3,Yes,15.57,592500.0,0,0,0,0,0,0,1,0,1,0
517,1503.0,2,1,1998,3,Yes,2.93,309800.0,0,1,0,0,1,0,0,0,1,0
518,2544.0,1,3,2004,1,Yes,18.69,433600.0,0,0,0,1,0,0,1,1,0,0
519,1932.0,4,3,1962,2,No,0.77,433300.0,0,0,0,1,1,0,0,0,1,0
520,1493.0,1,2,2022,0,Yes,23.39,259600.0,0,0,0,0,0,1,0,0,1,0
521,2326.0,2,1,2005,2,Yes,19.69,410700.0,1,0,0,0,0,0,0,0,0,0
522,2253.0,2,3,2005,1,Yes,6.77,474900.0,0,0,1,0,0,0,1,0,1,0
523,4441.0,1,1,1964,0,No,11.56,687100.0,1,0,0,0,1,0,0,0,1,0
524,2846.0,4,2,2006,1,Yes,0.73,557500.0,0,0,0,0,0,1,0,0,0,0
525,1398.0,1,2,2007,2,Yes,20.96,276400.0,0,0,0,1,0,1,0,1,0,0
526,2048.0,5,1,1984,0,No,10.02,458700.0,1,0,0,0,0,0,0,1,0,0
527,3317.0,3,1,1965,1,Yes,17.36,539600.0,0,0,0,1,1,0,0,0,1,0
528,4171.0,5,3,1957,3,Yes,28.72,728300.0,0,0,1,0,0,0,1,1,0,0
529,1231.0,3,2,1994,0,Yes,9.33,298300.0,0,0,0,1,0,0,0,0,0,0
530,996.0,2,2,1989,0,No,29.71,188600.0,0,0,0,1,0,0,1,0,0,1
531,3997.0,4,2,2003,1,No,19.17,684400.0,0,1,0,0,0,1,0,1,0,0
532,2812.0,1,1,1963,3,Yes,7.64,440400.0,0,1,0,0,0,0,1,0,0,0
533,1805.0,4,3,2008,0,Yes,13.38,392000.0,0,1,0,0,0,0,1,0,1,0
534,2928.0,1,1,2002,1,Yes,22.34,452900.0,0,0,0,1,0,0,0,0,1,0
535,517.375,5,1,1976,0,Yes,13.67,173600.0,0,0,0,0,0,0,1,1,0,0
536,2503.0,5,1,1996,0,Yes,2.52,537900.0,0,0,0,1,0,0,0,1,0,0
537,2762.0,1,3,1955,0,Yes,5.47,463500.0,0,0,0,0,0,1,0,0,0,0
538,3239.0,4,1,2004,3,No,23.84,561400.0,0,0,0,0,0,0,0,1,0,0
539,1689.0,1,2,1993,2,Yes,19.63,281900.0,0,1,0,0,0,0,0,0,1,0
540,2569.0,2,2,1967,2,Yes,17.31,446600.0,1,0,0,0,1,0,0,0,0,1
541,1760.0,5,2,1965,3,Yes,5.44,391300.0,0,0,1,0,0,0,1,1,0,0
542,2704.0,2,3,1961,3,No,25.21,443500.0,0,1,0,0,0,1,0,0,1,0
543,1784.0,5,1,1969,1,Yes,28.84,323500.0,0,1,0,0,0,0,0,0,0,0
544,2499.0,5,3,1994,0,No,1.71,523100.0,1,0,0,0,0,1,0,0,1,0
545,1703.0,3,1,2013,3,Yes,2.8,402200.0,0,0,1,0,1,0,0,0,1,0
546,3021.0,2,2,2008,1,Yes,26.6,513200.0,0,0,0,1,0,0,1,0,1,0
547,3187.0,2,1,1971,2,Yes,24.56,529700.0,0,0,0,1,0,0,0,0,1,0
548,2312.0,3,1,1996,2,Yes,18.73,411800.0,0,1,0,0,0,0,1,0,1,0
549,2531.0,4,1,1978,2,Yes,28.38,444900.0,0,0,1,0,1,0,0,1,0,0
550,1341.0,2,3,1994,2,Yes,19.57,291800.0,0,1,0,0,1,0,0,1,0,0
551,2260.0,1,1,1958,1,No,6.87,366000.0,0,0,0,0,0,1,0,0,0,0
552,2460.0,3,1,1973,0,Yes,21.99,422100.0,0,1,0,0,0,0,0,0,0,1
553,4462.375,2,1,1964,1,Yes,19.55,721200.0,0,1,0,0,0,1,0,1,0,0
554,1610.0,4,3,1985,0,Yes,29.58,344400.0,0,0,0,1,1,0,0,0,1,0
555,3671.0,2,3,1962,2,No,6.81,642000.0,0,0,0,1,0,0,1,0,1,0
556,3297.0,5,3,1993,3,Yes,18.14,626900.0,0,0,0,1,0,1,0,0,1,0
557,2725.0,1,1,2020,3,No,23.51,440200.0,0,0,0,0,0,1,0,1,0,0
558,3907.0,3,2,2021,3,Yes,10.5,720300.0,0,0,0,1,0,0,1,0,0,0
559,2798.0,5,2,1985,0,Yes,11.7,565000.0,0,0,1,0,0,1,0,0,1,0
560,2811.0,4,2,2010,2,No,26.69,528200.0,1,0,0,0,0,0,1,0,0,0
561,2458.0,5,1,1986,1,No,12.42,525200.0,0,0,1,0,0,0,0,0,0,1
562,3479.0,5,2,1976,3,Yes,18.93,623000.0,0,0,1,0,0,0,1,1,0,0
563,3377.0,4,2,1950,0,No,26.73,586700.0,0,0,0,1,0,0,0,1,0,0
564,1999.0,5,2,1983,3,No,6.69,446800.0,1,0,0,0,0,0,1,1,0,0
565,1445.0,3,1,2017,1,Yes,29.47,284500.0,1,0,0,0,1,0,0,0,0,1
566,2338.0,2,2,1970,2,Yes,21.21,404000.0,1,0,0,0,1,0,0,1,0,0
567,1860.0,5,2,1982,1,Yes,15.14,397200.0,0,0,0,0,0,0,0,0,1,0
568,2449.0,3,1,1986,2,No,13.21,416400.0,0,0,0,1,0,0,0,0,1,0
569,3490.0,2,3,2014,2,Yes,28.65,596200.0,1,0,0,0,1,0,0,0,1,0
570,2134.0,2,2,1952,2,Yes,6.57,379200.0,0,0,0,0,0,0,0,0,0,1
571,2466.0,5,3,2000,3,No,9.69,528000.0,0,1,0,0,0,0,1,0,1,0
572,2546.0,3,2,2003,1,No,9.58,504200.0,0,1,0,0,0,0,1,1,0,0
573,3179.0,5,1,2023,3,Yes,9.03,604900.0,0,0,0,0,1,0,0,0,1,0
