House_ID,City,Neighborhood,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Size,Has_Pool,Distance_to_Center,Condition,Price
338,Houston,Urban,2827.0,1,2,1962,0,Yes,17.06,Good,481100.0
339,Phoenix,Rural,1677.0,3,1,1961,0,Yes,19.29,Fair,286200.0
340,Houston,Suburb,1418.0,4,1,2023,3,No,29.19,Good,316100.0
341,New York,Urban,1282.0,2,2,1969,0,Yes,2.51,Fair,286800.0
342,Houston,Rural,3390.0,1,3,1999,2,Yes,12.83,Excellent,601900.0
343,Chicago,Urban,1997.0,3,1,1985,1,No,7.75,Good,383000.0
344,Houston,Downtown,3727.0,3,2,2018,2,Yes,14.56,Poor,645200.0
345,Los Angeles,Rural,2071.0,1,2,1986,3,No,27.65,Excellent,339000.0
346,Los Angeles,Suburb,1134.0,1,1,1961,0,No,21.86,Fair,200900.0
347,Chicago,Suburb,1607.0,4,1,1989,1,No,20.03,Fair,312600.0
348,New York,Suburb,3489.0,1,3,2003,0,No,13.52,Fair,587200.0
349,Los Angeles,Suburb,2375.0,4,3,1951,3,No,20.3,Good,463000.0
350,Phoenix,Urban,2061.0,4,1,1999,1,Yes,1.46,Good,431000.0
351,Los Angeles,Urban,2628.0,5,3,1990,2,Yes,17.79,Good,561600.0
352,Los Angeles,Suburb,2499.0,3,2,1994,1,No,16.84,Fair,536300.0
353,New York,Suburb,3394.0,3,3,1958,0,Yes,10.73,Excellent,598900.0
354,Houston,Suburb,3659.0,3,3,2011,1,No,6.44,Good,676000.0
355,Los Angeles,Urban,2212.0,5,2,1996,3,Yes,24.32,Fair,441300.0
356,Chicago,Suburb,1439.0,4,3,1954,3,Yes,2.09,Good,351000.0
357,Houston,Suburb,2169.0,4,2,1950,1,Yes,2.56,Good,447800.0
358,Phoenix,Downtown,2708.0,1,3,1993,3,Yes,13.5,Fair,482200.0
359,New York,Downtown,1729.0,5,1,1971,3,Yes,7.95,Fair,365100.0
360,Phoenix,Suburb,1734.0,1,3,1987,3,Yes,22.49,Poor,325100.0
361,Houston,Rural,2775.0,5,1,1968,2,Yes,19.21,Excellent,510500.0
362,Houston,Suburb,2461.0,1,1,1980,0,No,23.29,Good,371700.0
363,Houston,Downtown,2526.0,2,1,2016,3,No,10.08,Fair,452800.0
364,Phoenix,Rural,1893.0,3,1,1991,1,No,22.35,Fair,363000.0
365,Houston,Rural,2316.0,3,1,1975,3,Yes,25.94,Good,398900.0
366,Phoenix,Suburb,1761.0,4,2,1962,2,Yes,10.69,Good,375900.0
367,Houston,Downtown,3212.0,2,2,2007,1,No,10.53,Good,554700.0
368,Chicago,Downtown,3328.0,3,2,1967,0,No,27.05,Excellent,558600.0
369,Houston,Rural,1023.0,4,1,2016,1,Yes,1.97,Good,305500.0
370,Phoenix,Suburb,1756.0,2,3,1952,1,No,10.83,Good,313700.0
371,Los Angeles,Urban,1303.0,3,2,2004,1,No,4.0,Fair,311600.0
372,Houston,Urban,1980.0,1,3,2007,1,No,1.35,Excellent,410100.0
373,Los Angeles,Downtown,2433.0,5,3,2012,3,No,3.83,Fair,548700.0
374,Chicago,Urban,1340.0,2,1,2001,0,Yes,13.22,Fair,252800.0
375,New York,Downtown,1763.0,4,1,1973,3,No,20.77,Good,348400.0
376,Chicago,Downtown,1697.0,2,1,2021,2,No,9.03,Poor,322500.0
377,Houston,Downtown,2666.0,4,2,1958,2,No,25.57,Fair,462700.0
378,Los Angeles,Urban,2555.0,2,1,1986,1,No,13.41,Good,431000.0
379,Los Angeles,Downtown,1923.0,4,2,2002,3,Yes,29.06,Fair,402500.0
380,Phoenix,Rural,2641.0,3,2,1973,3,No,28.65,Fair,428300.0
381,Los Angeles,Suburb,2499.0,1,2,1970,0,No,23.31,Good,311900.0
382,Phoenix,Suburb,2283.0,3,2,1989,0,No,28.01,Good,413200.0
383,New York,Downtown,3839.0,1,1,2011,0,No,21.36,Fair,613200.0
384,Houston,Suburb,3572.0,3,2,2019,3,No,26.92,Excellent,612400.0
385,Phoenix,Urban,1460.0,3,1,2018,0,Yes,7.48,Poor,326200.0
386,New York,Urban,3164.0,2,1,1963,0,No,10.69,Good,511800.0
387,Los Angeles,Suburb,3149.0,5,2,1991,0,No,22.71,Poor,591800.0
388,Los Angeles,Urban,1581.0,4,1,1999,1,Yes,13.02,Good,346800.0
389,New York,Suburb,3155.0,4,3,2010,2,No,25.2,Fair,609100.0
390,Los Angeles,Suburb,2499.0,4,1,1953,2,Yes,26.39,Fair,644800.0
391,New York,Suburb,1602.0,1,1,2021,3,No,9.34,Fair,301100.0
392,Phoenix,Downtown,1766.0,4,2,1966,3,Yes,24.79,Good,327200.0
393,Phoenix,Suburb,3314.0,4,2,1986,1,Yes,5.05,Good,643800.0
394,New York,Downtown,2717.0,2,1,1997,2,No,10.36,Fair,476300.0
395,Phoenix,Suburb,2941.0,3,2,1993,0,Yes,15.78,Excellent,531400.0
396,Phoenix,Suburb,2772.0,4,3,1994,0,No,7.18,Fair,537300.0
397,Phoenix,Suburb,2813.0,5,3,1982,3,Yes,17.59,Good,562200.0
398,Chicago,Urban,1439.0,4,2,1980,2,Yes,17.57,Fair,325100.0
399,Houston,Downtown,3338.0,1,1,1996,3,No,6.6,Good,573400.0
400,Los Angeles,Downtown,3436.0,1,3,1955,3,Yes,23.97,Good,540400.0
401,Chicago,Suburb,2499.0,1,3,2021,0,No,19.13,Good,410300.0
402,Phoenix,Suburb,2465.0,4,1,2020,0,Yes,9.87,Fair,485300.0
403,New York,Urban,1275.0,2,2,1983,2,Yes,7.35,Fair,290100.0
404,Phoenix,Urban,2911.0,5,3,2002,3,No,26.42,Good,588600.0
405,Houston,Urban,2499.0,4,1,1963,1,No,25.15,Fair,524700.0
406,Phoenix,Downtown,2450.0,2,1,1965,2,Yes,7.28,Fair,438200.0
407,New York,Downtown,3399.0,2,3,1992,3,No,1.55,Fair,625300.0
408,Houston,Downtown,2233.0,4,2,2022,2,No,24.23,Fair,447300.0
409,Phoenix,Suburb,2952.0,4,3,2023,2,Yes,18.66,Fair,584000.0
410,Houston,Downtown,1684.0,2,1,1961,2,Yes,3.48,Excellent,315400.0
411,Los Angeles,Rural,2481.0,2,3,2019,1,No,17.83,Good,482300.0
412,Los Angeles,Rural,2361.0,2,2,1968,1,Yes,13.84,Good,393700.0
413,Phoenix,Urban,2680.0,4,1,1990,0,No,23.35,Fair,461300.0
414,Houston,Downtown,2204.0,2,2,2002,0,No,6.67,Good,401400.0
415,New York,Rural,2395.0,1,3,1978,3,No,13.87,Good,411500.0
416,Phoenix,Urban,3161.0,4,3,2019,2,No,5.11,Good,656600.0
417,Los Angeles,Downtown,2151.0,1,2,2008,3,No,28.75,Poor,339300.0
418,Los Angeles,Suburb,1215.0,3,3,2013,0,No,23.47,Excellent,267500.0
419,Phoenix,Rural,3900.0,4,2,1973,1,Yes,22.23,Good,662700.0
420,Houston,Suburb,3605.0,3,3,1965,0,No,20.86,Excellent,641100.0
421,Los Angeles,Downtown,1466.0,2,2,2001,3,Yes,12.99,Poor,323900.0
422,Houston,Rural,3052.0,2,2,1955,0,No,27.74,Fair,503000.0
423,Los Angeles,Downtown,2098.0,5,1,1986,3,Yes,2.65,Fair,471600.0
424,Los Angeles,Suburb,2711.0,2,1,1953,3,Yes,24.2,Good,452500.0
425,Chicago,Rural,2735.0,3,2,1987,3,Yes,6.85,Fair,491100.0
426,Los Angeles,Suburb,2312.0,2,3,1990,3,No,10.06,Excellent,426300.0
427,New York,Downtown,1873.0,4,3,1963,0,Yes,15.82,Excellent,383300.0
428,Phoenix,Downtown,1948.0,2,3,2020,3,Yes,23.59,Good,379600.0
429,Phoenix,Suburb,1767.0,5,2,2000,3,No,25.24,Good,384100.0
430,Houston,Rural,1835.0,2,2,2014,2,Yes,17.72,Good,356600.0
431,Los Angeles,Suburb,2446.0,3,2,2001,3,Yes,12.39,Good,483100.0
432,New York,Downtown,1927.0,3,2,1979,0,No,28.42,Fair,320900.0
433,Houston,Suburb,3046.0,2,1,2006,3,Yes,7.77,Good,535300.0
434,Chicago,Downtown,3690.0,3,2,1979,1,Yes,24.19,Excellent,626600.0
435,Houston,Suburb,2499.0,3,3,1991,1,No,18.56,Fair,401900.0
436,Houston,Rural,2692.0,5,1,1960,3,Yes,11.62,Excellent,516400.0
437,Los Angeles,Rural,2900.0,4,3,1986,1,Yes,0.54,Poor,600300.0
438,Chicago,Suburb,2878.0,5,2,1973,1,Yes,13.67,Fair,559800.0
439,Houston,Suburb,2499.0,1,1,1988,0,Yes,8.66,Fair,465900.0
440,New York,Rural,3094.0,5,2,2021,2,No,3.58,Fair,649700.0
441,New York,Downtown,2886.0,2,1,1967,1,No,2.72,Excellent,508000.0
442,Phoenix,Rural,1510.0,4,3,1994,1,No,10.75,Excellent,372600.0
443,Chicago,Downtown,3195.0,2,2,1961,2,No,18.64,Good,541600.0
444,Chicago,Suburb,3210.0,1,2,1998,2,Yes,25.21,Excellent,543400.0
445,Phoenix,Suburb,1889.0,4,1,1980,1,No,5.92,Fair,412100.0
446,Houston,Downtown,2530.0,3,1,1971,3,No,13.03,Fair,459700.0
447,Chicago,Suburb,3047.0,5,2,1993,1,Yes,12.06,Good,586500.0
448,New York,Downtown,2333.0,2,1,2013,3,Yes,15.65,Excellent,424400.0
449,New York,Urban,3358.0,1,2,1974,3,Yes,24.38,Poor,538600.0
450,Los Angeles,Rural,2499.0,3,1,2000,3,No,16.83,Excellent,749700.0
451,Chicago,Urban,1871.0,5,3,1956,2,Yes,25.48,Good,379700.0
452,Houston,Downtown,1395.0,3,1,1955,1,Yes,15.8,Excellent,279200.0
453,Phoenix,Rural,2743.0,5,3,1973,1,Yes,18.31,Fair,556300.0
454,Phoenix,Downtown,3077.0,4,1,1986,0,No,13.4,Good,533600.0
455,Houston,Rural,2315.0,3,1,1958,2,No,24.78,Good,371700.0
456,Los Angeles,Rural,3663.0,3,2,1985,0,No,27.75,Good,631200.0
457,Phoenix,Rural,1429.0,3,1,1989,0,No,19.35,Fair,270300.0
458,Chicago,Rural,3054.0,4,1,1973,3,No,24.71,Excellent,551200.0
459,Los Angeles,Downtown,2015.0,1,3,1997,2,No,2.24,Excellent,395100.0
460,Chicago,Rural,3876.0,5,1,2012,0,No,27.23,Poor,691700.0
461,New York,Rural,4094.0,3,2,2018,1,Yes,6.07,Fair,744000.0
462,Los Angeles,Urban,1887.0,4,3,2002,0,Yes,8.07,Good,420200.0
463,Phoenix,Suburb,2060.0,1,2,2003,2,Yes,2.07,Good,415200.0
464,Los Angeles,Suburb,3188.0,5,2,1991,1,No,28.98,Good,579600.0
465,Los Angeles,Urban,2190.0,4,2,1994,1,No,25.63,Poor,423100.0
466,Los Angeles,Urban,2464.0,5,2,1963,1,Yes,27.44,Good,434500.0
467,Los Angeles,Downtown,2520.0,3,3,1986,3,Yes,25.49,Good,439000.0
468,Chicago,Downtown,964.0,1,1,1955,1,No,14.65,Fair,182700.0
469,New York,Downtown,2489.0,4,2,1956,3,No,27.76,Good,443700.0
470,Houston,Urban,1948.0,1,3,1986,3,No,29.1,Fair,321200.0
471,Los Angeles,Urban,2106.0,3,2,2002,0,No,15.33,Fair,405700.0
472,Phoenix,Rural,3655.0,1,1,1967,0,No,5.68,Good,601600.0
473,Los Angeles,Downtown,1495.0,1,3,1987,1,No,19.93,Excellent,299800.0
474,Phoenix,Downtown,3151.0,2,3,2008,2,No,29.28,Fair,532700.0
475,Chicago,Downtown,2277.0,1,1,1950,1,No,26.23,Fair,353500.0
476,Phoenix,Suburb,2276.0,5,3,2017,0,Yes,25.92,Fair,478700.0
477,Houston,Rural,3132.0,4,1,1993,1,No,28.05,Fair,550700.0
478,New York,Downtown,2772.0,2,3,1996,0,No,26.87,Good,456400.0
479,Phoenix,Downtown,2956.0,4,3,1984,1,No,23.4,Good,527500.0
480,Phoenix,Downtown,3275.0,4,1,2009,2,Yes,21.69,Poor,597700.0
481,New York,Suburb,2235.0,3,1,2001,1,Yes,8.31,Excellent,436300.0
482,Houston,Suburb,2010.0,3,3,1957,2,No,18.83,Poor,391400.0
483,Los Angeles,Urban,1632.0,2,3,1990,2,Yes,15.88,Excellent,314900.0
484,Phoenix,Rural,2499.0,3,1,1952,1,Yes,25.93,Excellent,306800.0
485,New York,Urban,4462.375,3,1,2018,2,Yes,15.01,Good,795700.0
486,Chicago,Rural,3496.0,3,3,1963,2,No,4.27,Fair,627600.0
487,New York,Suburb,1419.0,4,3,1975,0,No,0.65,Good,361700.0
488,Chicago,Downtown,1442.0,2,3,2019,0,No,20.5,Good,312700.0
489,Houston,Urban,2885.0,4,1,2007,2,No,16.72,Excellent,525100.0
490,Los Angeles,Downtown,2938.0,5,3,1989,3,No,10.26,Good,606000.0
491,New York,Urban,2939.0,4,2,2000,1,No,5.48,Good,577300.0
492,Phoenix,Suburb,2296.0,5,1,1954,2,No,14.27,Excellent,442500.0
493,Houston,Suburb,2499.0,1,3,1981,1,Yes,3.46,Excellent,447800.0
494,New York,Suburb,2762.0,1,1,1950,0,No,10.42,Good,473000.0
495,Phoenix,Urban,2569.0,5,2,2003,1,No,11.69,Excellent,529100.0
496,New York,Rural,2499.0,5,1,1960,2,No,14.24,Good,227600.0
497,Chicago,Urban,2316.0,4,3,2002,2,No,14.27,Good,491100.0
498,New York,Rural,1819.0,5,2,1957,2,No,8.08,Good,399500.0
499,New York,Urban,2640.0,2,2,1974,2,No,25.58,Good,416600.0
500,New York,Urban,4462.375,1,3,1989,3,No,10.99,Fair,799300.0
501,Houston,Suburb,2794.0,1,3,1981,3,No,7.27,Good,499200.0
502,New York,Downtown,2249.0,5,3,1977,3,Yes,5.69,Good,495900.0
503,Phoenix,Downtown,3237.0,3,1,1952,2,Yes,10.02,Fair,574000.0
504,Chicago,Rural,2886.0,3,1,2011,3,No,2.49,Fair,535400.0
505,Chicago,Downtown,2836.0,5,1,1976,1,No,1.47,Good,561300.0
506,New York,Urban,2985.0,2,3,1994,2,Yes,18.35,Good,539100.0
507,Houston,Urban,4145.0,3,3,1974,0,No,18.76,Fair,710100.0
508,Houston,Suburb,1595.0,5,1,2010,2,No,16.12,Excellent,379600.0
509,Phoenix,Suburb,2879.0,2,2,1993,1,Yes,22.99,Excellent,474100.0
510,New York,Downtown,1759.0,2,1,1995,3,No,1.65,Good,328300.0
511,Chicago,Rural,2944.0,4,2,1963,2,No,28.11,Fair,510600.0
512,Houston,Downtown,1765.0,2,3,1957,3,No,3.3,Excellent,358600.0
513,New York,Downtown,2166.0,3,3,1997,2,Yes,20.38,Excellent,428900.0
514,Houston,Downtown,2264.0,3,1,1963,1,Yes,4.44,Fair,427300.0
515,Houston,Downtown,3281.0,5,1,2014,2,No,26.46,Poor,593100.0
516,Chicago,Urban,3235.0,5,3,1956,3,Yes,15.57,Good,592500.0
517,Los Angeles,Rural,1503.0,2,1,1998,3,Yes,2.93,Good,309800.0
518,Phoenix,Urban,2544.0,1,3,2004,1,Yes,18.69,Fair,433600.0
519,Phoenix,Rural,1932.0,4,3,1962,2,No,0.77,Good,433300.0
520,Chicago,Suburb,1493.0,1,2,2022,0,Yes,23.39,Good,259600.0
521,Houston,Downtown,2326.0,2,1,2005,2,Yes,19.69,Excellent,410700.0
522,New York,Urban,2253.0,2,3,2005,1,Yes,6.77,Good,474900.0
523,Houston,Rural,4441.0,1,1,1964,0,No,11.56,Good,687100.0
524,Chicago,Suburb,2846.0,4,2,2006,1,Yes,0.73,Excellent,557500.0
525,Phoenix,Suburb,1398.0,1,2,2007,2,Yes,20.96,Fair,276400.0
526,Houston,Downtown,2048.0,5,1,1984,0,No,10.02,Fair,458700.0
527,Phoenix,Rural,3317.0,3,1,1965,1,Yes,17.36,Good,539600.0
528,New York,Urban,4171.0,5,3,1957,3,Yes,28.72,Fair,728300.0
529,Phoenix,Downtown,1231.0,3,2,1994,0,Yes,9.33,Excellent,298300.0
530,Phoenix,Urban,996.0,2,2,1989,0,No,29.71,Poor,188600.0
531,Los Angeles,Suburb,3997.0,4,2,2003,1,No,19.17,Fair,684400.0
532,Los Angeles,Urban,2812.0,1,1,1963,3,Yes,7.64,Excellent,440400.0
533,Los Angeles,Urban,1805.0,4,3,2008,0,Yes,13.38,Good,392000.0
534,Phoenix,Downtown,2928.0,1,1,2002,1,Yes,22.34,Good,452900.0
535,Chicago,Urban,517.375,5,1,1976,0,Yes,13.67,Fair,173600.0
536,Phoenix,Downtown,2503.0,5,1,1996,0,Yes,2.52,Fair,537900.0
537,Chicago,Suburb,2762.0,1,3,1955,0,Yes,5.47,Excellent,463500.0
538,Chicago,Downtown,3239.0,4,1,2004,3,No,23.84,Fair,561400.0
539,Los Angeles,Downtown,1689.0,1,2,1993,2,Yes,19.63,Good,281900.0
540,Houston,Rural,2569.0,2,2,1967,2,Yes,17.31,Poor,446600.0
541,New York,Urban,1760.0,5,2,1965,3,Yes,5.44,Fair,391300.0
542,Los Angeles,Suburb,2704.0,2,3,1961,3,No,25.21,Good,443500.0
543,Los Angeles,Downtown,1784.0,5,1,1969,1,Yes,28.84,Excellent,323500.0
544,Houston,Suburb,2499.0,5,3,1994,0,No,1.71,Good,523100.0
545,New York,Rural,1703.0,3,1,2013,3,Yes,2.8,Good,402200.0
546,Phoenix,Urban,3021.0,2,2,2008,1,Yes,26.6,Good,513200.0
547,Phoenix,Downtown,3187.0,2,1,1971,2,Yes,24.56,Good,529700.0
548,Los Angeles,Urban,2312.0,3,1,1996,2,Yes,18.73,Good,411800.0
549,New York,Rural,2531.0,4,1,1978,2,Yes,28.38,Fair,444900.0
550,Los Angeles,Rural,1341.0,2,3,1994,2,Yes,19.57,Fair,291800.0
551,Chicago,Suburb,2260.0,1,1,1958,1,No,6.87,Excellent,366000.0
552,Los Angeles,Downtown,2460.0,3,1,1973,0,Yes,21.99,Poor,422100.0
553,Los Angeles,Suburb,4462.375,2,1,1964,1,Yes,19.55,Fair,721200.0
554,Phoenix,Rural,1610.0,4,3,1985,0,Yes,29.58,Good,344400.0
555,Phoenix,Urban,3671.0,2,3,1962,2,No,6.81,Good,642000.0
556,Phoenix,Suburb,3297.0,5,3,1993,3,Yes,18.14,Good,626900.0
557,Chicago,Suburb,2725.0,1,1,2020,3,No,23.51,Fair,440200.0
558,Phoenix,Urban,3907.0,3,2,2021,3,Yes,10.5,Excellent,720300.0
559,New York,Suburb,2798.0,5,2,1985,0,Yes,11.7,Good,565000.0
560,Houston,Urban,2811.0,4,2,2010,2,No,26.69,Excellent,528200.0
561,New York,Downtown,2458.0,5,1,1986,1,No,12.42,Poor,525200.0
562,New York,Urban,3479.0,5,2,1976,3,Yes,18.93,Fair,623000.0
563,Phoenix,Downtown,3377.0,4,2,1950,0,No,26.73,Fair,586700.0
564,Houston,Urban,1999.0,5,2,1983,3,No,6.69,Fair,446800.0
565,Houston,Rural,1445.0,3,1,2017,1,Yes,29.47,Poor,284500.0
566,Houston,Rural,2338.0,2,2,1970,2,Yes,21.21,Fair,404000.0
567,Chicago,Downtown,1860.0,5,2,1982,1,Yes,15.14,Good,397200.0
568,Phoenix,Downtown,2449.0,3,1,1986,2,No,13.21,Good,416400.0
569,Houston,Rural,3490.0,2,3,2014,2,Yes,28.65,Good,596200.0
570,Chicago,Downtown,2134.0,2,2,1952,2,Yes,6.57,Poor,379200.0
571,Los Angeles,Urban,2466.0,5,3,2000,3,No,9.69,Good,528000.0
572,Los Angeles,Urban,2546.0,3,2,2003,1,No,9.58,Fair,504200.0
573,Chicago,Rural,3179.0,5,1,2023,3,Yes,9.03,Good,604900.0
574,Chicago,Suburb,2499.0,4,3,2008,1,No,14.32,Good,240800.0
575,Phoenix,Urban,2015.0,2,3,1955,0,No,29.68,Good,359200.0
576,Phoenix,Downtown,2669.0,5,3,1978,0,No,26.72,Excellent,511300.0
577,Los Angeles,Suburb,3460.0,2,3,1966,1,Yes,10.17,Excellent,626700.0
578,Houston,Suburb,2106.0,3,2,2009,1,Yes,12.97,Good,399200.0
579,Los Angeles,Urban,999.0,1,2,1971,1,Yes,20.25,Excellent,210100.0
580,Houston,Urban,2996.0,5,3,1973,1,No,1.01,Good,617100.0
581,Houston,Suburb,1992.0,5,2,2000,2,Yes,24.69,Excellent,397500.0
582,Phoenix,Suburb,1548.0,2,3,1999,3,Yes,26.45,Good,314300.0
583,New York,Rural,2001.0,3,3,1960,2,No,25.79,Good,378000.0
584,New York,Downtown,2499.0,4,1,2005,3,No,11.56,Good,485900.0
585,Chicago,Rural,2016.0,3,3,2020,3,Yes,14.13,Poor,404100.0
586,Phoenix,Urban,736.0,5,2,1991,3,No,0.87,Good,255700.0
587,Houston,Rural,3218.0,4,3,1988,2,Yes,12.28,Excellent,626700.0
588,New York,Rural,3520.0,3,1,2018,1,Yes,14.08,Good,660100.0
589,Houston,Rural,3021.0,1,2,1997,2,Yes,27.26,Poor,493800.0
590,New York,Rural,1590.0,2,1,2006,2,No,26.87,Fair,291700.0
591,New York,Downtown,2339.0,3,1,1986,3,No,29.0,Excellent,379400.0
592,New York,Downtown,2495.0,3,3,1969,0,Yes,26.61,Excellent,445800.0
593,Phoenix,Suburb,2979.0,1,1,1964,0,Yes,0.74,Fair,491100.0
594,Los Angeles,Urban,3035.0,5,1,2018,2,Yes,19.42,Excellent,585900.0
595,Houston,Rural,1913.0,2,2,2000,3,Yes,2.51,Excellent,403900.0
596,Phoenix,Suburb,2566.0,3,1,2011,2,No,8.54,Fair,489100.0
597,Phoenix,Suburb,2866.0,4,3,1986,2,Yes,17.56,Excellent,562700.0
598,Phoenix,Suburb,3665.0,3,3,1955,1,Yes,21.17,Fair,627500.0
599,Phoenix,Downtown,3064.0,2,3,2020,3,No,19.81,Good,572800.0
600,Phoenix,Rural,3131.0,3,1,1975,0,Yes,1.95,Good,553300.0
601,Chicago,Rural,2567.0,1,2,1957,0,Yes,3.56,Good,465700.0
602,Houston,Urban,3628.0,3,3,2022,0,Yes,4.29,Good,678900.0
603,Phoenix,Rural,2828.0,3,1,1953,2,Yes,3.2,Good,507500.0
604,Houston,Rural,1811.0,4,3,1970,3,Yes,5.76,Excellent,390200.0
605,Chicago,Suburb,3623.0,1,3,1980,1,No,20.81,Excellent,602400.0
606,Chicago,Urban,3058.0,1,2,1970,0,No,25.01,Good,483700.0
607,Houston,Rural,2146.0,3,3,1974,3,No,12.56,Good,437900.0
608,New York,Downtown,2116.0,4,2,1964,0,No,20.94,Poor,379500.0
609,Los Angeles,Rural,2737.0,3,1,1984,1,Yes,6.4,Good,504800.0
610,New York,Suburb,2871.0,3,3,1998,3,No,29.21,Excellent,520300.0
611,New York,Downtown,2658.0,2,1,1992,2,No,10.82,Fair,451200.0
612,New York,Suburb,2749.0,2,1,1990,2,No,25.45,Excellent,457400.0
613,Phoenix,Rural,3860.0,4,1,1986,0,No,28.39,Excellent,613800.0
614,Chicago,Downtown,2499.0,5,3,2006,0,No,26.01,Good,635600.0
615,New York,Urban,2653.0,2,2,1991,3,No,2.48,Good,517700.0
616,Chicago,Urban,3253.0,5,3,1996,1,No,19.68,Good,627500.0
617,Houston,Downtown,1674.0,1,1,2010,0,No,4.04,Good,310200.0
618,Los Angeles,Downtown,2818.0,2,2,1963,3,Yes,0.67,Good,509900.0
619,Houston,Suburb,3947.0,2,1,2017,1,No,2.03,Excellent,691000.0
620,Houston,Downtown,2326.0,4,2,2002,0,Yes,27.53,Good,456300.0
621,Phoenix,Suburb,1822.0,5,3,1983,0,No,27.3,Good,395100.0
622,Los Angeles,Rural,1978.0,2,2,1986,3,No,7.16,Good,388300.0
623,Houston,Suburb,1628.0,2,3,1969,0,No,16.64,Poor,319800.0
624,Houston,Downtown,1872.0,4,1,2018,2,Yes,28.67,Poor,354200.0
625,Los Angeles,Downtown,2204.0,4,2,1979,1,Yes,15.15,Excellent,416800.0
626,Los Angeles,Rural,1376.0,5,1,1956,1,No,12.11,Fair,318800.0
627,Houston,Downtown,2499.0,1,2,1985,2,Yes,14.76,Good,390700.0
628,Los Angeles,Downtown,3222.0,1,3,1987,3,No,23.81,Good,505700.0
629,Houston,Urban,2499.0,3,2,2001,2,Yes,14.58,Poor,344500.0
630,Houston,Urban,3715.0,2,2,1964,2,Yes,23.61,Poor,610700.0
631,Phoenix,Rural,2499.0,5,3,1995,1,Yes,13.24,Excellent,568000.0
632,New York,Suburb,3324.0,2,3,1972,3,No,7.93,Good,598800.0
633,Houston,Urban,1974.0,5,3,1961,0,Yes,10.13,Good,423900.0
634,Chicago,Suburb,3184.0,5,2,1986,2,Yes,2.8,Excellent,634300.0
635,New York,Downtown,1626.0,5,1,1964,2,No,15.17,Fair,347600.0
636,New York,Urban,3212.0,2,2,1998,3,Yes,4.87,Fair,576600.0
637,New York,Rural,2637.0,4,2,1970,2,No,24.44,Good,470000.0
638,Phoenix,Rural,2943.0,2,1,1964,3,No,12.91,Good,467100.0
639,Houston,Rural,1560.0,5,3,1963,0,Yes,23.07,Good,352800.0
640,Phoenix,Urban,1784.0,3,2,1991,3,No,28.66,Excellent,342100.0
641,Houston,Suburb,2978.0,1,1,1964,0,Yes,25.56,Excellent,460800.0
642,Phoenix,Downtown,1741.0,5,3,2012,3,Yes,28.57,Poor,394200.0
643,Phoenix,Suburb,2499.0,3,3,2017,2,No,17.25,Fair,551500.0
644,Chicago,Suburb,1406.0,4,2,1976,0,Yes,5.38,Excellent,324600.0
645,Phoenix,Downtown,3179.0,5,3,2002,2,Yes,28.09,Fair,611400.0
646,Los Angeles,Downtown,1514.0,3,3,2001,0,No,26.12,Poor,324600.0
647,Chicago,Urban,2942.0,5,1,2012,3,No,26.0,Good,543800.0
648,Phoenix,Urban,3001.0,2,1,1986,3,Yes,20.95,Good,513000.0
649,New York,Urban,1943.0,3,3,2002,3,No,18.94,Good,397200.0
650,Los Angeles,Urban,2966.0,2,1,1986,1,No,0.93,Fair,545900.0
651,Los Angeles,Urban,2708.0,2,3,2001,1,No,22.57,Good,461400.0
652,Los Angeles,Downtown,2069.0,3,2,1992,0,No,3.2,Good,404500.0
653,Chicago,Suburb,1693.0,1,1,1956,1,Yes,8.16,Fair,266000.0
654,Phoenix,Urban,930.0,3,3,1991,3,Yes,16.77,Fair,237800.0
655,Phoenix,Urban,2780.0,1,3,1953,1,No,13.83,Good,475700.0
656,New York,Suburb,1248.0,5,1,2018,1,Yes,0.97,Excellent,313600.0
657,New York,Urban,2576.0,5,1,1954,2,No,24.81,Excellent,468200.0
658,Los Angeles,Suburb,2289.0,3,2,1990,0,No,26.42,Fair,431400.0
659,New York,Suburb,3043.0,5,3,1953,0,Yes,20.62,Good,578800.0
660,Chicago,Downtown,2258.0,4,2,1951,0,Yes,16.46,Good,399000.0
661,Phoenix,Rural,2236.0,2,2,2016,1,Yes,28.84,Excellent,401500.0
662,Los Angeles,Downtown,3085.0,2,2,1970,3,Yes,4.04,Good,551300.0
663,New York,Rural,2768.0,1,1,2019,2,No,22.27,Poor,448000.0
664,Chicago,Rural,2753.0,5,2,1992,0,No,4.29,Good,571100.0
665,Chicago,Rural,2875.0,1,1,2018,1,Yes,11.76,Fair,468800.0
666,New York,Urban,1272.0,2,1,1958,3,No,17.77,Fair,228000.0
667,Phoenix,Downtown,3105.0,2,2,1977,2,Yes,22.24,Good,524900.0
668,New York,Rural,2990.0,5,2,1975,2,Yes,0.61,Excellent,592400.0
669,Los Angeles,Suburb,1687.0,4,3,1952,0,Yes,8.19,Fair,368600.0
670,New York,Urban,2305.0,4,2,2022,0,No,16.38,Good,463500.0
671,Chicago,Downtown,2469.0,5,3,1998,3,No,16.22,Fair,512800.0
672,New York,Rural,2392.0,5,2,1966,1,Yes,19.31,Excellent,458700.0
673,Phoenix,Suburb,2499.0,1,2,2012,3,Yes,9.46,Good,478600.0
